时间,收盘点位,市值(元),流通市值(元),股息率市值加权
2014/7/18,2897.00200 ,27724893727225.60000 ,20342839525000.00000 ,0.02730 
2014/7/17,2890.51600 ,27679256132252.10000 ,20296165783589.00000 ,0.02740 
2014/7/16,2907.06000 ,27827846698859.00000 ,20411843489852.00000 ,0.02720 
2014/7/15,2925.12800 ,27948841161761.80000 ,20485719049003.00000 ,0.02710 
2014/7/14,2927.79700 ,27946751467181.00000 ,20471603069774.00000 ,0.02710 
2014/7/11,2892.86800 ,27666471898790.30000 ,20257002244380.00000 ,0.02740 
2014/7/10,2876.89700 ,27543245322343.20000 ,20153579780601.00000 ,0.02750 
2014/7/9,2880.61300 ,27640321900373.40000 ,20153673634042.00000 ,0.02750 
2014/7/8,2923.68800 ,28017326419153.00000 ,20428857477044.00000 ,0.02710 
2014/7/7,2909.61500 ,27901943993787.60000 ,20347370957620.00000 ,0.02720 
2014/7/4,2911.07600 ,27902722552337.90000 ,20335032326988.00000 ,0.02720 
2014/7/3,2914.79900 ,27922974968195.50000 ,20357475502423.00000 ,0.02720 
2014/7/2,2897.53500 ,27816406828199.00000 ,20289615216990.00000 ,0.02730 
2014/7/1,2884.26500 ,27691463949481.20000 ,20193135333592.00000 ,0.02740 
2014/6/30,2875.34400 ,27280777764286.50000 ,20079740007899.00000 ,0.02770 
2014/6/27,2851.29400 ,27091041741143.40000 ,19912234422376.00000 ,0.02800 
2014/6/26,2839.67600 ,27074961639900.70000 ,19891089329996.00000 ,0.02800 
2014/6/25,2809.01400 ,26842538375284.00000 ,19721526688459.00000 ,0.02830 
2014/6/24,2823.20900 ,26960680852047.30000 ,19802878880118.00000 ,0.02810 
2014/6/23,2806.45700 ,26818338215231.90000 ,19688921090167.00000 ,0.02830 
2014/6/20,2793.44900 ,26759141696179.60000 ,19646926796504.00000 ,0.02840 
2014/6/19,2773.12600 ,26660311403412.20000 ,19580412922872.00000 ,0.02850 
2014/6/18,2834.03300 ,27161867467034.90000 ,19948233473122.00000 ,0.02790 
2014/6/17,2850.27500 ,27316951038720.70000 ,20058008888675.00000 ,0.02780 
2014/6/16,2877.47300 ,27577888227990.00000 ,20243434137734.00000 ,0.02750 
2014/6/13,2858.13200 ,27384427225011.00000 ,20095521173498.00000 ,0.02780 
2014/6/12,2827.93700 ,27101949631229.70000 ,19897026031861.00000 ,0.02800 
2014/6/11,2834.22400 ,27154921817210.40000 ,19937812058250.00000 ,0.02800 
2014/6/10,2826.06600 ,27089037970294.80000 ,19891215317671.00000 ,0.02810 
2014/6/9,2791.16500 ,26766983624590.30000 ,19653034213241.00000 ,0.02840 
2014/6/6,2800.26200 ,26799966973466.50000 ,19673986738854.00000 ,0.02840 
2014/6/5,2814.32500 ,26922219943538.50000 ,19769088053495.00000 ,0.02820 
2014/6/4,2781.95400 ,26661443842812.90000 ,19569271749921.00000 ,0.02850 
2014/6/3,2805.93900 ,26852098197042.20000 ,19712764357045.00000 ,0.02830 
2014/5/30,2812.15500 ,26856906443474.10000 ,19710759905154.00000 ,0.02830 
2014/5/29,2807.79900 ,26836311653271.50000 ,19691627232783.00000 ,0.02830 
2014/5/28,2833.38700 ,27013665349561.50000 ,19823431796745.00000 ,0.02820 
2014/5/27,2801.61000 ,26753812933687.70000 ,19631334925093.00000 ,0.02840 
2014/5/26,2812.25200 ,26828916034401.80000 ,19698157364942.00000 ,0.02840 
2014/5/23,2789.85500 ,26670375978916.10000 ,19584293700044.00000 ,0.02850 
2014/5/22,2763.34400 ,26466156906628.30000 ,19430745304593.00000 ,0.02870 
2014/5/21,2765.50500 ,26473021759969.70000 ,19454048600854.00000 ,0.02870 
2014/5/20,2740.78900 ,26246795704294.50000 ,19280279788684.00000 ,0.02900 
2014/5/19,2734.65400 ,26191396044473.70000 ,19240780635596.00000 ,0.02900 
2014/5/16,2760.30600 ,26411058212077.50000 ,19409922852503.00000 ,0.02880 
2014/5/15,2763.49700 ,26409938673031.90000 ,19416655034811.00000 ,0.02880 
2014/5/14,2807.93700 ,26746472698799.20000 ,19676441368810.00000 ,0.02840 
2014/5/13,2809.57100 ,26759074211005.90000 ,19688691498167.00000 ,0.02840 
2014/5/12,2814.10600 ,26793469778964.40000 ,19710703174428.00000 ,0.02840 
2014/5/9,2752.84800 ,26248482659307.20000 ,19291460142306.00000 ,0.02900 
2014/5/8,2768.01400 ,26347799133479.20000 ,19345519387018.00000 ,0.02890 
2014/5/7,2768.45100 ,26317579412730.10000 ,19323181026272.00000 ,0.02890 
2014/5/6,2805.43000 ,26604282581784.00000 ,19530850675745.00000 ,0.02860 
2014/5/5,2795.58300 ,26548390560536.10000 ,19487207937693.00000 ,0.02870 
2014/4/30,2782.72600 ,26470180931217.40000 ,19430541598626.00000 ,0.02870 
2014/4/29,2770.01200 ,26368701530343.40000 ,19352922472388.00000 ,0.02890 
2014/4/28,2737.38800 ,26128989310323.10000 ,19169016447584.00000 ,0.02920 
2014/4/25,2803.58700 ,26625197799113.40000 ,19524432282258.00000 ,0.02860 
2014/4/24,2848.01300 ,26946188755711.60000 ,19770259815390.00000 ,0.02820 
2014/4/23,2864.56200 ,27072296030621.50000 ,19870978608466.00000 ,0.02800 
2014/4/22,2871.32600 ,27154426006676.90000 ,19924712002749.00000 ,0.02800 
2014/4/21,2876.05800 ,27150906575637.90000 ,19900617544149.00000 ,0.02790 
2014/4/18,2922.43000 ,27550275054806.10000 ,20197313390970.00000 ,0.02750 
2014/4/17,2916.66300 ,27538312974390.00000 ,20183572752480.00000 ,0.02750 
2014/4/16,2921.63100 ,27589704606832.40000 ,20220018805848.00000 ,0.02750 
2014/4/15,2918.77500 ,27559998789615.60000 ,20206524055273.00000 ,0.02750 
2014/4/14,2952.68300 ,27899959769921.90000 ,20446464254019.00000 ,0.02710 
2014/4/11,2943.26900 ,27845880333611.30000 ,20400973123316.00000 ,0.02720 
2014/4/10,2951.85300 ,27913683485069.60000 ,20443098881906.00000 ,0.02710 
2014/4/9,2922.66600 ,27596802000267.80000 ,20217644313967.00000 ,0.02740 
2014/4/8,2906.99400 ,27460783270672.60000 ,20123561588244.00000 ,0.02750 
2014/4/4,2860.83800 ,26970299236686.70000 ,19793549028999.00000 ,0.02800 
2014/4/3,2831.16500 ,26732691888747.00000 ,19624785624252.00000 ,0.02820 
2014/4/2,2841.91500 ,26869256514703.20000 ,19731364125878.00000 ,0.02810 
2014/4/1,2834.97000 ,26787094599979.70000 ,19664329116113.00000 ,0.02820 
2014/3/31,2801.24300 ,26530198016611.30000 ,19477006445747.00000 ,0.02840 
2014/3/28,2815.03500 ,26623443523603.80000 ,19524763249048.00000 ,0.02740 
2014/3/27,2851.40900 ,26826853759791.70000 ,19668666242150.00000 ,0.02650 
2014/3/26,2887.80400 ,27120637194162.60000 ,19883352769050.00000 ,0.02600 
2014/3/25,2883.67400 ,27086953264987.20000 ,19876582257590.00000 ,0.02560 
2014/3/24,2884.39000 ,27106233833882.90000 ,19878917991813.00000 ,0.02560 
2014/3/21,2866.00100 ,26927478119368.20000 ,19735238435743.00000 ,0.02580 
2014/3/20,2795.26200 ,26288927779416.90000 ,19254589224100.00000 ,0.02620 
2014/3/19,2856.78500 ,26750730831146.00000 ,19589126553031.00000 ,0.02560 
2014/3/18,2869.02900 ,26815382963705.90000 ,19644074018911.00000 ,0.02550 
2014/3/17,2863.73600 ,26779608682912.00000 ,19613020544573.00000 ,0.02550 
2014/3/14,2819.05700 ,26429884314601.20000 ,19357786421456.00000 ,0.02580 
2014/3/13,2834.67200 ,26594929613412.60000 ,19480101118634.00000 ,0.02560 
2014/3/12,2799.26200 ,26234538506302.70000 ,19250754945133.00000 ,0.02590 
2014/3/11,2797.95000 ,26273622600093.70000 ,19267440690820.00000 ,0.02590 
2014/3/10,2792.68600 ,26260249402318.40000 ,19247659190572.00000 ,0.02590 
2014/3/7,2893.16200 ,27064877882062.80000 ,19837894402840.00000 ,0.02510 
2014/3/6,2901.32100 ,27094171203736.10000 ,19856050595650.00000 ,0.02500 
2014/3/5,2895.41200 ,27025844817366.80000 ,19801399850737.00000 ,0.02500 
2014/3/4,2912.22800 ,27205605370728.00000 ,19944397600390.00000 ,0.02490 
2014/3/3,2915.71400 ,27261112337560.70000 ,19981996899869.00000 ,0.02480 
2014/2/28,2877.25700 ,26980693129656.60000 ,19742714642786.00000 ,0.02510 
2014/2/27,2846.48900 ,26799811859553.30000 ,19606504210825.00000 ,0.02520 
2014/2/26,2873.72300 ,26881880487969.20000 ,19657037594214.00000 ,0.02510 
2014/2/25,2860.96700 ,26771281350614.50000 ,19571499009172.00000 ,0.02520 
2014/2/24,2955.74000 ,27477793714194.00000 ,20078799061901.00000 ,0.02450 
2014/2/21,2984.66600 ,27812295297732.50000 ,20325799745397.00000 ,0.02420 
2014/2/20,3005.34600 ,28059909214252.50000 ,20514856353406.00000 ,0.02400 
2014/2/19,3042.60100 ,28238972844953.10000 ,20634311058357.00000 ,0.02380 
2014/2/18,3024.97100 ,27993197011271.80000 ,20453257486676.00000 ,0.02400 
2014/2/17,3044.69100 ,28195030568538.40000 ,20571592892891.00000 ,0.02390 
2014/2/14,3002.92800 ,27851009658707.10000 ,20327352395667.00000 ,0.02420 
2014/2/13,2964.69700 ,27566717509962.30000 ,20117834699204.00000 ,0.02440 
2014/2/12,2999.06100 ,27799874374255.10000 ,20286171944072.00000 ,0.02420 
2014/2/11,2977.53600 ,27658099537670.00000 ,20179747317435.00000 ,0.02430 
2014/2/10,2965.06600 ,27491365937979.40000 ,20059211740584.00000 ,0.02450 
2014/2/7,2890.69800 ,26904627204918.70000 ,19625301639301.00000 ,0.02500 
2014/1/30,2856.84200 ,26681428734378.10000 ,19437468724752.00000 ,0.02520 
2014/1/29,2879.78600 ,26893108127428.50000 ,19581310872119.00000 ,0.02500 
2014/1/28,2859.08500 ,26719270364309.90000 ,19457921966143.00000 ,0.02520 
2014/1/27,2860.21200 ,26685645501723.60000 ,19434281112491.00000 ,0.02520 
2014/1/24,2882.48400 ,26918230789702.30000 ,19591956314680.00000 ,0.02500 
2014/1/23,2854.22900 ,26707552965142.10000 ,19432121387422.00000 ,0.02520 
2014/1/22,2849.94200 ,26720189081092.80000 ,19459431793013.00000 ,0.02520 
2014/1/21,2781.52300 ,26157611326543.90000 ,19040282654058.00000 ,0.02570 
2014/1/20,2746.04700 ,25884741104148.80000 ,18850546609678.00000 ,0.02600 
2014/1/17,2764.64000 ,26082152151541.90000 ,18975100789789.00000 ,0.02580 
2014/1/16,2798.91300 ,26314114786157.90000 ,19149420152542.00000 ,0.02550 
2014/1/15,2797.38800 ,26327343520381.10000 ,19154340397094.00000 ,0.02550 
2014/1/14,2788.84800 ,26298110666391.90000 ,19138440245707.00000 ,0.02560 
2014/1/13,2748.41900 ,25995039170118.70000 ,18911965215737.00000 ,0.02590 
2014/1/10,2758.99300 ,26022428770832.90000 ,18939790588821.00000 ,0.02580 
2014/1/9,2793.49600 ,26261169816165.40000 ,19102583500266.00000 ,0.02560 
2014/1/8,2825.82500 ,26514936189850.10000 ,19298447426845.00000 ,0.02540 
2014/1/7,2814.10300 ,26469379972105.50000 ,19284832845100.00000 ,0.02540 
2014/1/6,2803.28800 ,26426438981769.40000 ,19226482014866.00000 ,0.02540 
2014/1/3,2874.32200 ,26943666871539.50000 ,19614921136949.00000 ,0.02490 
2014/1/2,2900.62600 ,27191238296042.20000 ,19807854367735.00000 ,0.02470 
2013/12/31,2893.20800 ,27078095624421.50000 ,19805834862761.00000 ,0.02480 
2013/12/30,2871.44900 ,26872407783343.50000 ,19609666373330.00000 ,0.02500 
2013/12/27,2866.67500 ,26878011740305.10000 ,19596409470646.00000 ,0.02500 
2013/12/26,2819.02600 ,26487420672904.50000 ,19318048148903.00000 ,0.02540 
2013/12/25,2868.53700 ,26894441956760.30000 ,19631923276380.00000 ,0.02500 
2013/12/24,2838.26400 ,26648400202269.60000 ,19461932934015.00000 ,0.02520 
2013/12/23,2823.99400 ,26548589718839.10000 ,19391245002236.00000 ,0.02530 
2013/12/20,2823.69400 ,26440103851464.30000 ,19346747201517.00000 ,0.02540 
2013/12/19,2874.12300 ,26968376150338.50000 ,19708472170699.00000 ,0.02490 
2013/12/18,2902.25800 ,27194139908388.20000 ,19881743905263.00000 ,0.02470 
2013/12/17,2903.89000 ,27235064828359.60000 ,19876280066672.00000 ,0.02470 
2013/12/16,2920.04300 ,27373118187629.60000 ,19972283707010.00000 ,0.02450 
2013/12/13,2964.93800 ,27775724159134.40000 ,20269851646316.00000 ,0.02420 
2013/12/12,2962.42700 ,27806553011787.40000 ,20294431074201.00000 ,0.02420 
2013/12/11,2955.24300 ,27762658116263.50000 ,20273644714335.00000 ,0.02420 
2013/12/10,2993.84500 ,28133354697072.10000 ,20549809432076.00000 ,0.02390 
2013/12/9,2991.35200 ,28135605647071.20000 ,20545602905169.00000 ,0.02390 
2013/12/6,2977.31500 ,28046864555369.10000 ,20484245792560.00000 ,0.02390 
2013/12/5,2991.00800 ,28140876801502.50000 ,20547513293448.00000 ,0.02390 
2013/12/4,3000.60100 ,28240158599973.70000 ,20612311721633.00000 ,0.02380 
2013/12/3,2960.48500 ,27922174750915.80000 ,20356331633047.00000 ,0.02410 
2013/12/2,2918.93500 ,27667209789854.20000 ,20156335912652.00000 ,0.02430 
2013/11/29,3008.75300 ,28153716360049.10000 ,20489965909653.00000 ,0.02390 
2013/11/28,2995.76000 ,28070020663452.30000 ,20435451408588.00000 ,0.02390 
2013/11/27,2968.90200 ,27830228983285.80000 ,20259228877792.00000 ,0.02410 
2013/11/26,2933.35100 ,27556868430267.10000 ,20065432839215.00000 ,0.02440 
2013/11/25,2929.88600 ,27567796149828.60000 ,20077006063901.00000 ,0.02440 
2013/11/22,2935.14100 ,27667156935857.00000 ,20131688939248.00000 ,0.02430 
2013/11/21,2949.04100 ,27754339210649.00000 ,20213548375787.00000 ,0.02420 
2013/11/20,2962.50300 ,27794940798150.70000 ,20235501308362.00000 ,0.02420 
2013/11/19,2941.94700 ,27621995942894.70000 ,20108008776080.00000 ,0.02430 
2013/11/18,2946.82300 ,27650721482701.70000 ,20127035440377.00000 ,0.02430 
2013/11/15,2865.32500 ,26939072531666.10000 ,19598730812922.00000 ,0.02500 
2013/11/14,2809.20400 ,26492614430876.50000 ,19262950219194.00000 ,0.02540 
2013/11/13,2779.22500 ,26271506054303.30000 ,19116133664704.00000 ,0.02560 
2013/11/12,2836.46900 ,26752421476420.30000 ,19470257547348.00000 ,0.02510 
2013/11/11,2808.51200 ,26533853484020.70000 ,19290743122196.00000 ,0.02540 
2013/11/8,2795.86500 ,26438935322663.00000 ,19221530462260.00000 ,0.02550 
2013/11/7,2835.46000 ,26733247571104.40000 ,19442747196433.00000 ,0.02520 
2013/11/6,2862.24700 ,26903260607051.40000 ,19563703406294.00000 ,0.02500 
2013/11/5,2893.98900 ,27137752567390.00000 ,19730254042623.00000 ,0.02480 
2013/11/4,2871.91200 ,26975533181297.70000 ,19613727410813.00000 ,0.02490 
2013/11/1,2866.13600 ,26941293686185.40000 ,19572268567366.00000 ,0.02500 
2013/10/31,2865.64800 ,26888895571923.40000 ,19532626202894.00000 ,0.02500 
2013/10/30,2905.01700 ,27147476951198.60000 ,19710831642724.00000 ,0.02480 
2013/10/29,2860.93700 ,26759571749506.50000 ,19417650576552.00000 ,0.02510 
2013/10/28,2893.29700 ,26916292099957.30000 ,19541308832831.00000 ,0.02500 
2013/10/25,2897.49600 ,26924210795041.60000 ,19535176903253.00000 ,0.02500 
2013/10/24,2944.27700 ,27333914280297.20000 ,19827980479172.00000 ,0.02460 
2013/10/23,2965.48200 ,27560625077830.80000 ,19987416553476.00000 ,0.02440 
2013/10/22,3019.57600 ,27964986833451.10000 ,20290504644586.00000 ,0.02410 
2013/10/21,3051.97300 ,28227804641239.80000 ,20467357819643.00000 ,0.02390 
2013/10/18,2986.38600 ,27715356662445.30000 ,20100919932791.00000 ,0.02430 
2013/10/17,2969.98500 ,27608580006238.90000 ,20026602906034.00000 ,0.02440 
2013/10/16,2976.25000 ,27642855070271.00000 ,20049915341551.00000 ,0.02440 
2013/10/15,3048.27900 ,28188061604465.90000 ,20449675359484.00000 ,0.02390 
2013/10/14,3051.61200 ,28265811799340.00000 ,20469597363880.00000 ,0.02380 
2013/10/11,3033.06000 ,28121503326427.80000 ,20350060688928.00000 ,0.02400 
2013/10/10,2987.00700 ,27707547072096.60000 ,20050714394796.00000 ,0.02430 
2013/10/9,3013.55000 ,27948679455789.30000 ,20225613909084.00000 ,0.02410 
2013/10/8,2987.54100 ,27758288796141.70000 ,20079170682524.00000 ,0.02430 
2013/9/30,2942.84700 ,27421093743097.50000 ,19827795165007.00000 ,0.02460 
2013/9/27,2913.17900 ,27195895672828.90000 ,19616151388541.00000 ,0.02480 
2013/9/26,2902.38800 ,27126351440942.50000 ,19565739640258.00000 ,0.02480 
2013/9/25,2956.95700 ,27596476911235.50000 ,19913565969321.00000 ,0.02440 
2013/9/24,2972.42700 ,27719464797765.70000 ,20000198704773.00000 ,0.02430 
2013/9/23,2987.09400 ,27855218714274.10000 ,20086970631957.00000 ,0.02420 
2013/9/18,2933.50300 ,27434086197360.60000 ,19781873807988.00000 ,0.02460 
2013/9/17,2917.21700 ,27333225138474.30000 ,19713096943771.00000 ,0.02460 
2013/9/16,2972.23200 ,27841020624992.70000 ,20089992584150.00000 ,0.02420 
2013/9/13,2972.43900 ,27851904908659.80000 ,20095406059713.00000 ,0.02420 
2013/9/12,2979.31500 ,27978899355800.40000 ,20186845797372.00000 ,0.02410 
2013/9/11,2961.37000 ,27827470416006.10000 ,20090029318178.00000 ,0.02420 
2013/9/10,2971.76100 ,27884857896991.00000 ,20110323056438.00000 ,0.02420 
2013/9/9,2939.44000 ,27661728885089.60000 ,19915766569665.00000 ,0.02440 
2013/9/6,2876.20200 ,26910309288063.40000 ,19374418830842.00000 ,0.02500 
2013/9/5,2855.09700 ,26722591720826.00000 ,19213991232149.00000 ,0.02520 
2013/9/4,2855.85600 ,26720443026796.10000 ,19220486308614.00000 ,0.02520 
2013/9/3,2855.00900 ,26688650572946.10000 ,19190067504995.00000 ,0.02520 
2013/9/2,2812.88700 ,26346144735667.80000 ,18940689226225.00000 ,0.02560 
2013/8/30,2799.24400 ,26250316177040.20000 ,18879907678705.00000 ,0.02570 
2013/8/29,2819.85700 ,26374021003152.70000 ,18944655002295.00000 ,0.02550 
2013/8/28,2825.69000 ,26427014840269.90000 ,18982997006337.00000 ,0.02540 
2013/8/27,2845.87100 ,26559415496071.50000 ,19062747916646.00000 ,0.02530 
2013/8/26,2830.99500 ,26465475856034.00000 ,18980238440261.00000 ,0.02540 
2013/8/23,2773.27600 ,25985690244030.00000 ,18629175958437.00000 ,0.02580 
2013/8/22,2785.14700 ,26086317380278.00000 ,18713203354796.00000 ,0.02560 
2013/8/21,2784.14900 ,26109476041552.70000 ,18738757471332.00000 ,0.02560 
2013/8/20,2778.12900 ,26067931082614.80000 ,18706641271802.00000 ,0.02560 
2013/8/19,2789.95900 ,26231786524720.70000 ,18806941561632.00000 ,0.02550 
2013/8/16,2747.39200 ,25953218465653.00000 ,18536984523704.00000 ,0.02580 
2013/8/15,2786.78500 ,26214379394381.80000 ,18714550213917.00000 ,0.02550 
2013/8/14,2819.04200 ,26458567488824.10000 ,18890858833097.00000 ,0.02530 
2013/8/13,2828.36200 ,26524187819881.30000 ,18940209124787.00000 ,0.02520 
2013/8/12,2815.56500 ,26439029600019.30000 ,18852962591560.00000 ,0.02530 
2013/8/9,2757.31600 ,25920559973207.50000 ,18451403084464.00000 ,0.02580 
2013/8/8,2749.00900 ,25848619993586.20000 ,18391395236390.00000 ,0.02590 
2013/8/7,2747.08100 ,25828783335467.50000 ,18386271967314.00000 ,0.02590 
2013/8/6,2770.21400 ,26042961112963.40000 ,18531693879365.00000 ,0.02570 
2013/8/5,2747.29200 ,25883101944658.50000 ,18419289088154.00000 ,0.02580 
2013/8/2,2707.50100 ,25570795225020.50000 ,18198995391024.00000 ,0.02610 
2013/8/1,2701.69300 ,25541527107125.50000 ,18175225536901.00000 ,0.02620 
2013/7/31,2632.49200 ,25012503167197.20000 ,17802835821715.00000 ,0.02670 
2013/7/30,2623.49600 ,24947233125227.20000 ,17754994505218.00000 ,0.02680 
2013/7/29,2619.83800 ,24830003279030.50000 ,17670646304016.00000 ,0.02690 
2013/7/26,2672.79000 ,25282282974277.40000 ,17989069076872.00000 ,0.02650 
2013/7/25,2681.39700 ,25374677222634.00000 ,18060716943758.00000 ,0.02640 
2013/7/24,2715.14000 ,25630839762401.90000 ,18217543382037.00000 ,0.02610 
2013/7/23,2716.07700 ,25670689510921.70000 ,18261317406652.00000 ,0.02610 
2013/7/22,2645.86100 ,25145459274922.20000 ,17872593101625.00000 ,0.02660 
2013/7/19,2613.57600 ,24924611428586.70000 ,17715625300994.00000 ,0.02690 
2013/7/18,2675.37000 ,25329631356417.90000 ,18016206334105.00000 ,0.02650 
2013/7/17,2700.00700 ,25552313089525.10000 ,18180048669118.00000 ,0.02620 
2013/7/16,2739.98000 ,25863378798730.80000 ,18384954102694.00000 ,0.02590 
2013/7/15,2719.18900 ,25727335280270.80000 ,17639212373962.00000 ,0.02610 
2013/7/12,2671.81700 ,25409638884965.20000 ,17403365264356.00000 ,0.02640 
2013/7/11,2710.37100 ,25741878934271.90000 ,17642105501359.00000 ,0.02610 
2013/7/10,2615.19700 ,24971308228906.10000 ,17099798813586.00000 ,0.02690 
2013/7/9,2543.03400 ,24429699029453.90000 ,16696250840770.00000 ,0.02750 
2013/7/8,2535.79000 ,24338737350531.80000 ,16633591212371.00000 ,0.02760 
2013/7/5,2620.47400 ,25006998212079.20000 ,17109635788999.00000 ,0.02690 
2013/7/4,2626.44700 ,25012389294982.90000 ,17115456099554.00000 ,0.02690 
2013/7/3,2607.73900 ,24862812615953.70000 ,17006358138854.00000 ,0.02700 
2013/7/2,2617.39500 ,24966398696700.80000 ,17073580811452.00000 ,0.02690 
2013/7/1,2590.96800 ,24743185184571.40000 ,16923129627450.00000 ,0.02720 
2013/6/28,2557.20100 ,24436147579851.90000 ,16740820373815.00000 ,0.02760 
2013/6/27,2534.05200 ,24157994810396.50000 ,16505491637972.00000 ,0.02790 
2013/6/26,2558.25000 ,24258179271973.80000 ,16590474190373.00000 ,0.02780 
2013/6/25,2530.91200 ,24161456594420.40000 ,16551845139773.00000 ,0.02790 
2013/6/24,2537.95400 ,24190372975206.90000 ,16603427572027.00000 ,0.02790 
2013/6/21,2704.65400 ,25577691932594.10000 ,17586136517583.00000 ,0.02640 
2013/6/20,2713.97600 ,25786063473583.50000 ,17669007635936.00000 ,0.02620 
2013/6/19,2805.03100 ,26565038056770.50000 ,18201217854532.00000 ,0.02540 
2013/6/18,2823.21500 ,26747594037989.60000 ,18316409824588.00000 ,0.02520 
2013/6/17,2810.43700 ,26708903597083.80000 ,18277922676023.00000 ,0.02530 
2013/6/14,2813.82700 ,26749526846250.90000 ,18297523767767.00000 ,0.02530 
2013/6/13,2777.61200 ,26471915562904.90000 ,18119720317146.00000 ,0.02550 
2013/6/7,2865.33200 ,27226983650312.90000 ,18644906778690.00000 ,0.02490 
2013/6/6,2913.96100 ,27613390928510.00000 ,18926819171175.00000 ,0.02450 
2013/6/5,2956.43600 ,27967823765494.60000 ,19179859782648.00000 ,0.02420 
2013/6/4,2953.44000 ,27937788298253.90000 ,19162023957026.00000 ,0.02420 
2013/6/3,3004.29200 ,28318061368138.40000 ,19426571422603.00000 ,0.02390 
2013/5/31,3017.22600 ,28392805928481.60000 ,19448821658899.00000 ,0.02380 
2013/5/30,3042.46000 ,28599554496827.20000 ,19595562613379.00000 ,0.02370 
2013/5/29,3044.27500 ,28653868306869.80000 ,19627674880778.00000 ,0.02360 
2013/5/28,3035.98600 ,28586788333768.90000 ,19589292123954.00000 ,0.02370 
2013/5/27,3009.87900 ,28339409497187.70000 ,19348289182913.00000 ,0.02390 
2013/5/24,2994.76400 ,28240011030083.90000 ,19278127746025.00000 ,0.02400 
2013/5/23,2965.25600 ,28028269206805.00000 ,19132221060814.00000 ,0.02420 
2013/5/22,2996.77600 ,28311117283777.20000 ,19308861610891.00000 ,0.02390 
2013/5/21,3007.96100 ,28410683512924.10000 ,19366823190564.00000 ,0.02380 
2013/5/20,2987.06500 ,28259575468362.20000 ,19271769966979.00000 ,0.02400 
2013/5/17,2956.84600 ,28006291690470.80000 ,19089683002974.00000 ,0.02420 
2013/5/16,2913.57800 ,27579041259284.10000 ,18812147428493.00000 ,0.02460 
2013/5/15,2873.59800 ,27262542839088.00000 ,18580133686923.00000 ,0.02490 
2013/5/14,2847.50300 ,27085550913389.90000 ,18467235535844.00000 ,0.02500 
2013/5/13,2885.66700 ,27413102210270.00000 ,18694259329132.00000 ,0.02470 
2013/5/10,2885.84000 ,27441767813943.80000 ,18710552774550.00000 ,0.02470 
2013/5/9,2869.45000 ,27297901839668.00000 ,18607618690840.00000 ,0.02480 
2013/5/8,2876.90200 ,27384623639115.30000 ,18679833242074.00000 ,0.02470 
2013/5/7,2856.47600 ,27192676214133.60000 ,18571305780463.00000 ,0.02490 
2013/5/6,2850.84500 ,27153128569613.80000 ,18535443252207.00000 ,0.02500 
2013/5/3,2807.87900 ,26806549924308.30000 ,18271738923985.00000 ,0.02530 
2013/5/2,2756.80800 ,26383571631715.00000 ,17987346341687.00000 ,0.02570 
2013/4/26,2747.90800 ,26357302838364.60000 ,17965114290249.00000 ,0.02560 
2013/4/25,2783.01700 ,26643067548711.50000 ,18156413311267.00000 ,0.02520 
2013/4/24,2820.86100 ,26915094677175.30000 ,18347680676923.00000 ,0.02490 
2013/4/23,2766.06300 ,26471228753027.80000 ,18046863158811.00000 ,0.02530 
2013/4/22,2851.75200 ,27159375802256.60000 ,18533203707824.00000 ,0.02450 
2013/4/19,2845.66900 ,27133231968238.60000 ,18524825247856.00000 ,0.02440 
2013/4/18,2777.62800 ,26559043131314.50000 ,18137777511570.00000 ,0.02490 
2013/4/17,2770.13800 ,26498290581722.20000 ,18101767403146.00000 ,0.02490 
2013/4/16,2759.70400 ,26448121586741.00000 ,18054733986415.00000 ,0.02500 
2013/4/15,2733.44500 ,26270725467863.70000 ,17922373855348.00000 ,0.02510 
2013/4/12,2765.44500 ,26563540057275.90000 ,18136621312696.00000 ,0.02480 
2013/4/11,2785.07600 ,26716916047120.60000 ,18244656162843.00000 ,0.02470 
2013/4/10,2794.06200 ,26786291405442.30000 ,18296333348365.00000 ,0.02460 
2013/4/9,2800.91400 ,26820957625556.20000 ,18304690193148.00000 ,0.02460 
2013/4/8,2778.86500 ,26643938963572.60000 ,18177114611137.00000 ,0.02460 
2013/4/3,2780.51800 ,26714528986223.50000 ,18238225237408.00000 ,0.02460 
2013/4/2,2793.55200 ,26786220620873.70000 ,18287588253298.00000 ,0.02450 
2013/4/1,2814.73400 ,26921808564572.60000 ,18380611502223.00000 ,0.02440 
2013/3/29,2807.68200 ,26889054607098.10000 ,18307834995650.00000 ,0.02430 
2013/3/28,2810.36300 ,26887612287916.30000 ,18314280371850.00000 ,0.02420 
2013/3/27,2899.80400 ,27651365030558.30000 ,18821632842623.00000 ,0.02280 
2013/3/26,2890.97900 ,27602816298762.50000 ,18777720070262.00000 ,0.02230 
2013/3/25,2923.43700 ,27921394507661.10000 ,18980005463484.00000 ,0.02170 
2013/3/22,2927.39200 ,27920301183568.90000 ,18996252269343.00000 ,0.02190 
2013/3/21,2921.35600 ,27866667024272.00000 ,18955992494026.00000 ,0.02190 
2013/3/20,2904.71700 ,27734859701101.90000 ,18865835923569.00000 ,0.02190 
2013/3/19,2819.67300 ,27006663034059.00000 ,18379995061006.00000 ,0.02250 
